"Product_Name","Supplier_Name","Article_Number","Category","Volumn","Alcohol_Percent","Country","Producer","Package"
"Caffeine Water Apple PET","Löfbergs Lila AB","121269","Sportdrycker","10628","","","","12x50 cl"
"PP Protein Milkshake Polka","Njie Foods AB","121803","Proteindryck","1280","","","","8x330 ml"
"Fruktdryck äpple osötad","Orkla Foods Sverige","735775","Måltidsdricka konc, äpple","16321","","","","1x10 l"
"Juice Svartvinbär äpple","Matkompaniet AB","112096","Juice drickfärdig: övriga smak","31050","","","","20x27,5 cl"
"Apelsinjuice 1+4","Tage Lindblom AB","715200","Juice koncentrerad","91001","","","","12x1 l"
"Måltidsdryck apelsin osötad","Orkla Foods Sverige","710284","Måltidsdricka konc, övrig smak","65321","","","","1x10 l"
"Protein Smoothie Rabarber/Rödbeta","Skånemejerier/lindahls","211429","Smoothie","54560","","","","8x33 cl"
"Apelsinsaft PET","Orkla Foods Sverige","115663","Saft: apelsin, citron","34406","","","","12x50 cl"
"Cider Jus de Pomme Pétillant alkholfri ENGL","Cask Sweden AB","117932","Cider alkoholfri","9019917","","","","6x75 cl"
"Njie Fizzy Cola Energidryck","Njie Foods AB","120594","Drickfärdiga drycker, övr smak","7050","","","","12x33 cl"
"Apelsindryck EKO ENGL","Bornholms Mosteri A S","111529","Engångsförp, läsk odyl","FSOA01","","","","20x27,5 cl"
"Lemonade mix","Barkonsult AB","118195","Drinkbaser","M202","","","","4x1 l"
"Capri Sonne Multivitamin","Coca-cola European Partners Pl","114664","Drickfärdiga drycker, övr smak","1685","","","","15x33 cl"
"Pepsi Max Ginger PET","Carlsberg Sverige AB","118397","PET, läsk odyl","16726","","","","8x150 cl"
"Vintense Merlot alkoholfritt","Bibendum AB","115258","Alkoholfritt alt","1017170","","","","6x75 cl"
"Fentimans Sparkling Lime & Jasmine","Dryck Sthlm AB","121800","Engångsförpackningar","2750","","","","12x274 cl"
"Guinness 3,5% BRK","Carlsberg Sverige AB","116268","Folköl","22156","","","","6x4x44 cl"
"Gatorade Blood Orange PET","Hemberga Dryckesgrossisten AB","117511","Drickfärdiga drycker, citrus","3002","","","","12x50 cl"
"MER Hallon Blåbär 20cl 3-pack Brik","Coca-cola European Partners Pl","118541","Drickfärdiga drycker, övr smak","0884","","","","10x3x20 cl"
"Äpplejuice cloudy","Orkla Foods Abba","210903","Juice drickfärdig","340019070","","","","1x10 l"
"Botania rött alkoholfri EKO","Saturnus AB","117682","Alkoholfritt alt","38132","","","","6x75 cl"
"Juice Apelsin Äpple Mandarin","Skånemejerier Storhushåll AB","204781","Juice drickfärdig","56144","","","","6x1 l"
"Lorina Ginger Lemonade ENGL","Herrljunga Cider AB","119192","Drickfärdiga drycker, citrus","LO704","","","","6x75 cl"
"Smakis jordgubbsdryck 3p KRAV","Kalasföretaget Säljprofilen AB","118524","Måltidsdricka drickf övr smak","717075","","","","9x3x25 cl"
"Fruktdr Apelsin Passionsfrukt","Proviva AB","202680","Fruktdryck","578660","","","","6x1 l"
"Pepsi Max PET","Carlsberg Sverige AB","113128","PET, läsk odyl","11869","","","","24x33 cl"
"Svartvinbärssaft KRAV","Grangärde Musteri AB","107999","Saft: svart vinbär","001","","","","12x500 ml"
"Gatorade Lemon PET","Hemberga Dryckesgrossisten AB","117510","Drickfärdiga drycker, citrus","3003","","","","12x50 cl"
"Jordgubbssaft KRAV","Grangärde Musteri AB","108001","Saft: hallon, jordgubb","003","","","","12x500 ml"
"Rockstar Original BRK","Hemberga Dryckesgrossisten AB","119436","Sportdrycker","1436","","","","12x50 cl"
"Kaffesyrup hasselnöt EKO","Saturnus AB","118570","Drinkbaser","05232","","","","12x73,5 cl"
"Juice Äpple","Arla Foods AB","208749","Juice drickfärdig","8165","","","","6x1,75 l"
"Evian mineralvatten","Saturnus AB","106984","Drickfärdiga drycker, övr smak","7612","","","","12x75 cl"
"Äpplemust med Kanel och Vanilj ENGL","Kullabygdens Musteri AB","109566","Must","2001030","","","","20x25 cl"
"Mer Jordg 3-p BRIK","Coca-cola European Partners Pl","118540","Drickfärdiga drycker, övr smak","0885","","","","10x3x20 cl"
"Haiwa PET","Vasa Bryggeri Dryckesbolaget","794512","PET, läsk odyl","1307","","","","8x150 cl"
"Loka Crush Ananas PET","Spendrups Bryggeri AB","118551","PET, läsk odyl","1237143","","","","8x140 cl"
"Äppeljuice","Eckes Granini Sverige AB","121932","Juice drickfärdig: övriga smak","1007589","","","","30x25 cl"
"Rockstar Juiced Mango BRK","Hemberga Dryckesgrossisten AB","118753","Burkar, läsk odyl","1433","","","","12x50 cl"
"Julmust expopall PET","Carlsberg Sverige AB","101098","PET, läsk odyl","21966","","","","360x50 cl"
"Loka Jordgubb Ananas 150cl å-pet","Spendrups Bryggeri AB","110206","PET","1230943","","","","8x150 cl"
"Sundis Äpple Brik KRAV","Kalasföretaget Säljprofilen AB","109935","Juice drickfärdig: övriga smak","227341","","","","10x1 l"
"Smoothie Kraft","Arla Foods AB","211537","Juice drickfärdig","66823","","","","6x85 cl"
"Juice Apelsin Jordgubb","Arla Foods AB","211539","Juice drickfärdig","66807","","","","6x85 cl"
"Fruktdryck Mango UTS","Proviva AB","211613","Fruktdryck","579970","","","","6x1l"
"High Protein Drink Choco Coffee","Norrmejerier Ek.förening","122135","Sportdrycker","1526","","","","16x25 cl"
"High Protein Drink Smooth Vanilla","Norrmejerier Ek.förening","122134","Sportdrycker","1525","","","","16x25 cl"
"High Protein Drink Delicious Pear","Norrmejerier Ek.förening","122132","Sportdrycker","1523","","","","16x25 cl"
"High Protein Drink Strawberry-Vanilla","Norrmejerier Ek.förening","122133","Sportdrycker","1524","","","","16x25 cl"
"Pomril Special FREE","Vasa Bryggeri Dryckesbolaget","121380","Burkar, läsk odyl","1534","","","","24x33 cl"
"Chinotto ENGL","Dryck Sthlm AB","121409","Engångsförp, läsk odyl","2303","","","","24x27,5 cl"
"Smoothie Vitamin","Arla Foods AB","211538","Juice drickfärdig","66825","","","","6x85 cl"
"Protein Smoothie Passion/Sötpotatis","Skånemejerier/lindahls","211431","Smoothie","54562","","","","8x33 cl"
"Smoothie Avocado, Banana & Sesam","Froosh Sverige AB","211611","Smoothie","25003224","","","","12x25 cl"
"Somersby Pear 0,0% 33E Alkoholfri","Carlsberg Sverige AB","122052","Cider alkoholfri","20130","","","","24x33 cl"
"Red Bull White Edition BRK","Red Bull Sweden AB","122128","Sportdrycker","225579","","","","12x25 cl"
"Somersby Apple 0,0% 33E Alkoholfri","Carlsberg Sverige AB","122057","Cider alkoholfri","20246","","","","24x33 cl"
"Ramlösa Vattenmelon 33 BRK","Carlsberg Sverige AB","121993","Burk","20394","","","","24x33 cl"
"Ramlösa Persika Apelsin 150 PET","Carlsberg Sverige AB","121991","PET","20248","","","","8x1,5 l"
"Celsius White Peach","Peoples Choice AB","122001","Sportdrycker","85","","","","24x35,5 cl"
"Ice tea Citron","Saturnus AB","121985","Drickfärdiga drycker, övr smak","73170259","","","","12x50 cl"
"Aquad'or Sparkles Jordgubb & Hallon","Saturnus AB","122042","Drickfärdiga drycker, övr smak","73170564","","","","6x1,25 L"
"Fläder & Citron","Saturnus AB","122044","Drickfärdiga drycker, övr smak","73170566","","","","6x1,25 l"
"Aquad'or Sparkles Gurka & Lime","Saturnus AB","122045","Drickfärdiga drycker, övr smak","73170567","","","","6x1,25 L"
"Fanta Exotic zero PET","Coca-cola European Partners Pl","121975","PET, läsk odyl","3408","","","","8x150 cl"
"Hydrate Zero","Vitamin Well AB","121972","Drickfärdiga drycker, övr smak","5120","","","","24x35,5 cl"
"Sparkles Gurka Lime","Saturnus AB","121983","Drickfärdiga drycker, övr smak","73170537","","","","12x50 cl"
"Festis Pear 50 cl PET","Carlsberg Sverige AB","121999","Drickfärdiga drycker, övr smak","20247","","","","12x50 cl"
"Aquad'or Sparkles Äpple & Rabarber","Saturnus AB","122043","Drickfärdiga drycker, övr smak","73170565","","","","6x1,25 l"
"Juice Äpple och Fläder EKO","Arla Foods AB","211403","Juice drickfärdig","69195","","","","6x85 cl"
"Sparkles Ingefär & Citron","Saturnus AB","121977","Drickfärdiga drycker, citrus","73170538","","","","12x50 cl"
"Ramlösa Persika Apelsin PET","Carlsberg Sverige AB","121989","PET","20250","","","","24x50 cl"
"Tropicana Apelsin","Orkla Foods Abba","210906","Juice drickfärdig","340027634","","","","4x1,5 l"
"Citrusjuice EKO","Arla Foods AB","211401","Juice drickfärdig","69473","","","","6x85 cl"
"Juice Äpple Päron","Skånemejerier Storhushåll AB","209796","Juice drickfärdig","56122","","","","6x2 l"
"Smoothie Protein Jordgubb/Palsterna","Skånemejerier/lindahls","211430","Smoothie","54561","","","","8x33 cl"
"Funktionsdryck Raspberry/Lemon 09","The Norr Company Sweden AB","121940","Drickfärdiga drycker, övr smak","090001-1","","","","12x50 cl"
"Smoothie Ananas banan kokos 75 cl ENGL","Froosh Sverige AB","209002","Smoothie","750805","","","","6x75 cl"
"Apelsinjuice KRAV","Skånemejerier Storhushåll AB","207926","Juice drickfärdig","56410","","","","6x1,75 l"
"Juice Apelsin Mango","Skånemejerier Storhushåll AB","210108","Juice drickfärdig","56250","","","","10x1 l"
"Fruktsmoothie Jordgubb Banan Guava 75 cl ENGL","Froosh Sverige AB","209003","Smoothie","750809","","","","6x75 cl"
"Äppeljuice","Arla Foods AB","205753","Juice drickfärdig","7440","","","","6x1,75 l"
"Juice mango och passion","Arla Foods AB","204908","Juice drickfärdig","8549","","","","6x1 l"
"Svartvinbärdryck","Orkla Foods Sverige","201572","Måltidsdricka konc, övrig smak","0892","","","","12x1 l"
"Tropical","Arla Foods AB","209620","Juice drickfärdig","56312","","","","6x1,75 l"
"Lemonade","Arla Foods AB","206429","Juice drickfärdig","8904","","","","6x1 l"
"Ramlösa Vattenmelon halvpall PET","Carlsberg Sverige AB","122211","PET","20242","","","","70x12x33 cl"
"Ice tea Fläder","Saturnus AB","121984","Drickfärdiga drycker, övr smak","73170258","","","","12x50 cl"
"Pomril Special","Vasa Bryggeri Dryckesbolaget","121375","PET, läsk odyl","1331","","","","8x150 cl"
"Tropicana Apelsin","Orkla Foods Abba","210907","Juice drickfärdig","340027602","","","","4x1,5 l"
"Mariestads 3,5% 6p 33cl BRK","Spendrups Bryggeri AB","120926","Folköl","1164637","","","","24x33 cl"
"Pomril Special","Vasa Bryggeri Dryckesbolaget","121379","Burkar, läsk odyl","1531","","","","24x33 cl"
"Äppeljuice konc 1+6 för maskin GR","Unique Beverage System AB","120848","Juice koncentrerad","2002","","","","1x10 l"
"Pomril Special","Vasa Bryggeri Dryckesbolaget","121377","PET, läsk odyl","1131","","","","24x50 cl"
"Cold Brew Ginger FT","Löfbergs Lila AB","120734","Dryck övrig","10693","","","","12x25 cl"
"Sprite zero Cranberry PET","Coca-cola European Partners Pl","120677","PET, läsk odyl","4730","","","","24x50 cl"
"Vira Blåtira FREE Sockerfri","Vasa Bryggeri Dryckesbolaget","120592","Drickfärdiga drycker, övr smak","1554","","","","24x33 cl"
"Vira Blåtira","Vasa Bryggeri Dryckesbolaget","120585","Drickfärdiga drycker, övr smak","1552","","","","24x33 cl"
"Vira Blåtira","Vasa Bryggeri Dryckesbolaget","120580","Drinkbaser","1152","","","","24x50 cl"
"Cold Brew Liqourice FT","Löfbergs Lila AB","120733","Dryck övrig","10692","","","","12x25 cl"
"Wolverine Sour Lime BRK","First Class Beverages Of Swe","120514","Sportdrycker","106","","","","24x25 cl"
"Loka Crush Äpple PET","Spendrups Bryggeri AB","120423","PET, läsk odyl","1238543","","","","8x140 cl"
"Schweppes Lemon Zero PET","Spendrups Bryggeri AB","120417","PET, läsk odyl","1338043","","","","8x150 cl"
"HEAT BCAA Straw Watermelon BRK","Nutramino AB","120941","Burkar, läsk odyl","1073360","","","","24x33 cl"
"Rockstar Xdurance BRK","Hemberga Dryckesgrossisten AB","119444","Sportdrycker","1435","","","","12x50 cl"
"Fruktis Äpple BRIK","Kalasföretaget Säljprofilen AB","119948","Juice drickfärdig: övriga smak","320025-P","","","","27x200 ml"
"Fanta Orange PET","Coca-cola European Partners Pl","120856","PET, läsk odyl","3000","","","","4x150 cl"
"Apelsinjuice","Eckes Granini Sverige AB","121933","Juice drickfärdig","1007593","","","","30x25 cl"
"Wolverine casis BRK","First Class Beverages Of Swe","120515","Sportdrycker","105","","","","24x25 cl"
"Lingondryck koncentrat","Orkla Foods Sverige","201177","Juicekoncentrat: övriga smaker","0893","","","","18x2,5 dl"
"Peach & Passion 750ml","Froosh Sverige AB","205661","Smoothie","75008108","","","","6x75 cl"
"Mountain Dew No Sugar PET","Carlsberg Sverige AB","118953","PET, läsk odyl","16482","","","","12x50 cl"
"Ramlösa Granatäpple PET","Carlsberg Sverige AB","121923","PET","14155","","","","12x330 ml"
"Julmust pet","Herrljunga Cider AB","119430","PET, läsk odyl","4231","","","","12x1 l"
"Caffeine Water Hallon/Granatäpple PET","Löfbergs Lila AB","121858","Sportdrycker","10610","","","","12x50 cl"
"Beck's Blue Alkfri","ABInbev Humulus Sweden","121879","Öl alkoholfri","38074","","","","24x330 ml"
"Ramlösa Mango PET","Carlsberg Sverige AB","121924","PET","14147","","","","12x330 ml"
"Smoothie Chil out","Vivalicious","121931","Smoothie","299355","","","","12x261 cl"
"Passionfruit Ginger Ale ENGL","Hemberga Dryckesgrossisten AB","119000","Engångsförp, läsk odyl","1420","","","","24x35,5 cl"
"Fun Light Äpple Päron PET","Orkla Foods Sverige","121899","Saft: övriga smaker","37616","","","","12x1 l"
"Stella Artois 3,5%","ABInbev Humulus Sweden","121804","Folköl","67619","","","","24x33 cl"
"Dufvenkrooks Winter Sparkling Jubileum alkfri","Herrljunga Cider AB","121826","Cider alkoholfri","4228","","","","8x75 cl"
"Caffeine Water Passionsfrukt PET","Löfbergs Lila AB","121857","Sportdrycker","10609","","","","12x50 cl"
"Pago Rabarber Päron ENGL","Eckes Granini Sverige AB","121726","Juice drickfärdig: övriga smak","1003911","","","","12x20 cl"
"Pago Citron Lime ENGL","Eckes Granini Sverige AB","121725","Juice drickfärdig: övriga smak","1001909","","","","12x20 cl"
"Champis ENGL","Spendrups Bryggeri AB","121796","Engångsförp, läsk odyl","1300314","","","","8x75 cl"
"Schweppes Mixer Ginger beer Chili ENGL","Spendrups Bryggeri AB","121795","Engångsförp, drinkvatten","2337410","","","","24x20 cl"
"Evian Fruits  Plants Hallon Verbena EKO","Saturnus AB","121664","PET","7695","","","","12x37 cl"
"Pepsi Reg/Lime Halvpall","Carlsberg Sverige AB","121676","PET, läsk odyl","19497","","","","96x150 cl"
"Pago clody äpple ENGL","Eckes Granini Sverige AB","121724","Juice drickfärdig: övriga smak","1001917","","","","12x20 cl"
"Gainomax Lean proteindryck päron","Norrmejerier Ek.förening","121561","Proteindryck","1528","","","","16x25 cl"
"Ganiomax Lean Recoery Jordugubb vanilj","Norrmejerier Ek.förening","121562","Proteindryck","1529","","","","16x25 cl"
"Äppelcider Jordgubb alkoholfri PET","Kiviks Musteri AB","121651","Cider alkoholfri","60462","","","","6x1 l"
"Måltidsdryck äpple lättsockrad","Roberts I Örebro AB","788003","Måltidsdricka konc, äpple","9419","","","","1x10 l"
"Påskmust halvpall PET","Spendrups Bryggeri AB","779188","PET, läsk odyl","1305047","","","","192x150 cl"
"Guldus PET","Vasa Bryggeri Dryckesbolaget","793838","PET, läsk odyl","1316","","","","8x150 cl"
"Dryck Björnbär","Kiviks Musteri AB","121614","Måltidsdricka konc, övrig smak","73513","","","","8x1,5 l"
"Juice Tropisk drickfärdig","Kiviks Musteri AB","121653","Juice drickfärdig","71110","","","","10x1 l"
"Juice Tropisk","Skånemejerier Storhushåll AB","733293","Juice drickfärdig","56102","","","","6x2 l"
"Mango Kamomill Grönt te","Coca-cola European Partners Pl","121455","Sportdrycker","7107","","","","12x40 cl"
"RIO Blodapelsin PET","Vasa Bryggeri Dryckesbolaget","719878","PET, läsk odyl","1322","","","","8x150 cl"
"Stenkulla Lätt Kolsyrat Vatten Citron Lime","Stenkulla Brunn AB","716306","Engångsförpackningar","3033","","","","18x33 cl"
"Gustav Vasa julmust PET","Vasa Bryggeri Dryckesbolaget","737751","PET, läsk odyl","1309","","","","8x150 cl"
"Gustav Vasa Påskmust PET","Vasa Bryggeri Dryckesbolaget","729395","PET, läsk odyl","1305","","","","8x150 cl"
"Äppledryck 1+9 BIB","Roberts I Örebro AB","744492","Måltidsdricka konc, äpple","6309","","","","1x10 l"
"Fruktsoda PET","Vasa Bryggeri Dryckesbolaget","703491","PET, läsk odyl","1121","","","","24x50 cl"
"Källvatten tetra","Norrmejerier Ek.förening","706229","Engångsförpackningar","0962","","","","18x25 cl"
"Morning svart vinbär 1+9 osockrad","Roberts I Örebro AB","744504","Måltidsdricka konc, övrig smak","6340","","","","10x1 l"
"Grappo PET","Carlsberg Sverige AB","706684","PET, läsk odyl","21729","","","","8x140 cl"
"Smoothie ananas/banan/kokos","Skånemejerier Storhushåll AB","212068","Smoothie","56562","","","","12x250 ml"
"NOCCO Caribbean","Vitamin Well AB","121493","Burkar, läsk odyl","6164","","","","24x25 cl"
"smoothie bowl persika/passion","Froosh Sverige AB","211946","Smoothie","16803102","","","","6x168 g"
"Gammeld sockerdric PET","Vasa Bryggeri Dryckesbolaget","703490","PET, läsk odyl","1120","","","","24x50 cl"
"Gammeldag Julmust PET","Vasa Bryggeri Dryckesbolaget","703473","PET, läsk odyl","1109","","","","24x50 cl"
"Rabarbernektar ENGL","Öster-övsjö Gård","109694","Nektar","459","","","","20x35 cl"
"Smoothie bowl jordgubb/ banan","Froosh Sverige AB","211945","Smoothie","16803101","","","","6x168 g"
"Tropisk juice","Innocent AB","211671","Juice drickfärdig","138475","","","","6x90 cl"
"Smoothie bowl päron/kiwi","Froosh Sverige AB","211947","Smoothie","16803103","","","","6x168 g"
"Mariestads Påskbrygd 3,5% Returglas EKO","Spendrups Bryggeri AB","117654","Folköl","1181301","","","","15x50 cl"
"Blood Orange Ginger Ale ENGL","Hemberga Dryckesgrossisten AB","118992","Engångsförp, läsk odyl","1421","","","","24x35,5 cl"
"Spendrups Premium Gold 6-p 3,5% BRK","Spendrups Bryggeri AB","111904","Folköl","1147037","","","","4x6x33 cl"
"Carlsberg 3,5% 6-p BRK","Carlsberg Sverige AB","116715","Folköl","15919","","","","4x6x33 cl"
"Tranbärsdryck","Eckes Granini Sverige AB","208833","Måltidsdricka konc, övrig smak","1006147","","","","12x1 l"
"Smoothie kiwi, zucc och grönt äpple","Skånemejerier Storhushåll AB","212070","Smoothie","56563","","","","12x250 ml"
"Fanta Orange Bag-in-box","Coca-cola European Partners Pl","776372","Engångsförp, läsk odyl","3062","","","","1x20 l"
"Pucko Original 1,5% ENGL","Arla Foods AB","211240","Chokladdryck","68533","","","","10x60 cl"
"RIO Blodapelsin PET","Vasa Bryggeri Dryckesbolaget","703492","PET, läsk odyl","1122","","","","24x50 cl"
"Multi Fruit Select Express","Coffeeplease Home AB","408421","Juice koncentrerad","105576","","","","4x3850 ml"
"Lättdryck hallon björnbär","Orkla Foods Sverige","102321","Måltidsdricka konc, övrig smak","15553","","","","27x20 cl"
"Mountain Dew BRK","Carlsberg Sverige AB","110920","Burkar, läsk odyl","11970","","","","24x33 cl"
"Svartvinbärssaft KRAV","Grangärde Musteri AB","119042","Saft: övriga smaker","088","","","","5x2,5 l"
"Blåbärsdryck","Orkla Foods Sverige","208454","Måltidsdricka konc, övrig smak","0765","","","","12x1 l"
"Smoothie Äpple Blåbär Granatäpple","Arvid Nordquist Hab","211253","Smoothie","49224","","","","6x100 g"
"Falcon Extra Brew 3,5% Halvpall burk","Carlsberg Sverige AB","105745","Folköl","22350","","","","126x6x50 cl"
"Sundis äpple brik KRAV","Kalasföretaget Säljprofilen AB","100342","Juice drickfärdig: övriga smak","227326","","","","27x25 cl"
"Gammeldags Cherry PET","Vasa Bryggeri Dryckesbolaget","120574","Drinkbaser","1328","","","","8x1,5 l"
"Ginger Ale Original ENGL","Hemberga Dryckesgrossisten AB","119001","Engångsförp, läsk odyl","1419","","","","24x35,5 cl"
"Påskmust Hlvp PET","Carlsberg Sverige AB","111487","PET, läsk odyl","21583","","","","192x140 cl"
"Coca-Cola zero minican 12-pack","Coca-cola European Partners Pl","109078","Burkar, läsk odyl","2819","","","","2x12x15 cl"
"Blåbärsdryck koncentrat","Orkla Foods Sverige","108765","Måltidsdricka konc, övrig smak","0693","","","","18x25 cl"
"Fruktdryck apelsin passionsfrutk osötad 1+9","Orkla Foods Sverige","108757","Måltidsdricka konc, övrig smak","15776","","","","8x1 l"
"Nygårda Cola PET","Spendrups Bryggeri AB","109225","PET, läsk odyl","1331439","","","","18x33 cl"
"Svart vinbär lättdryck","Roberts I Örebro AB","103861","Måltidsdricka konc, övrig smak","6960","","","","10x1 l"
"Pripps Blå 3,5% halvpall burk","Carlsberg Sverige AB","105748","Folköl","22360","","","","126x6x50 cl"
"Falcon Extra Brew 3,5% BRK","Carlsberg Sverige AB","105746","Folköl","22351","","","","4x6x33 cl"
"Juice Apelsin Ingefära Gurkmeja","Arla Foods AB","211262","Juice drickfärdig","66800","","","","6x85 cl"
"Apelsinjuice BIB KRAV","Kalasföretaget Säljprofilen AB","109955","Drickfärdiga drycker, citrus","227330","","","","3x3 l"
"Carlsberg Lager 2,8% BRK","Carlsberg Sverige AB","105737","Folköl","22341","","","","4x6x50 cl"
"Påskmust Light Halvpall Pet","Carlsberg Sverige AB","108453","PET, läsk odyl","21584","","","","192x140 cl"
"Cider Herrljunga sommar rose ENGL","Herrljunga Cider AB","113853","Cider alkoholfri","4210","","","","8x75 cl"
"Fanta Exotic PET","Coca-cola European Partners Pl","108725","PET, läsk odyl","3442","","","","4x2 l"
"Åbro Original 3,5% BRK","Åbro Bryggeri AB","103844","Folköl","4006","","","","4x6x50 cl"
"Multivitamin nektar BIB","Unique Beverage System AB","105432","Juicekoncentrat: övriga smaker","105162","","","","1x10 l"
"Julmust 12-pack PET halvpall","Spendrups Bryggeri AB","103031","PET, läsk odyl","1328046","","","","70x12x33 cl"
"Julmust halvpall PET","Spendrups Bryggeri AB","103027","PET, läsk odyl","1303747","","","","192x150 cl"
"Hello kitty jordgubb hallon pet","Asba AB","104877","Drickfärdiga drycker, övr smak","3254","","","","12x35 cl"
"Dryck Smultron","Kiviks Musteri AB","103627","Drickfärdiga drycker, övr smak","73623","","","","8x1,5 l"
"Gammeldags Julmust PET","Vasa Bryggeri Dryckesbolaget","105424","PET, läsk odyl","1509","","","","24x33 cl"
"Loka Grape/Lime 12x33cl å-pet","Spendrups Bryggeri AB","117629","PET","1236339","","","","1x12x33 cl"
"Loka Grape Lime PET","Spendrups Bryggeri AB","117592","PET","1236243","","","","8x150 cl"
"Red Bull 1/2 Display 3 Smaker BRK","Red Bull Sweden AB","117556","Sportdrycker","99167","","","","720x25 cl"
"Fun Light Peach Passion PET","Orkla Foods Sverige","116890","Saft: övriga smaker","36816","","","","12x1 l"
"Carlsberg 3,5% EKO","Carlsberg Sverige AB","116547","Folköl","15922","","","","10x33 cl"
"Sicilian Lemonade ENGL","Herrljunga Cider AB","116286","Drickfärdiga drycker, citrus","LO701","","","","6x75 cl"
"Lättdryck Fläderblom","Orkla Foods Sverige","102325","Måltidsdricka konc, övrig smak","17053","","","","27x20 cl"
"Lättdryck äpple","Orkla Foods Sverige","102323","Måltidsdricka konc, äpple","15953","","","","27x20 cl"
"Ramlösa Mango PET","Carlsberg Sverige AB","116082","PET","14130","","","","8x150 cl"
"Ramlösa Hallon Björnbär PET","Carlsberg Sverige AB","116081","PET","14128","","","","8x150 cl"
"Cold Brew Licorice FT EKO","Löfbergs Lila AB","115875","Dryck övrig","10530","","","","12x25 cl"
"Ramlösa Granatäpple PET","Carlsberg Sverige AB","116084","PET","14195","","","","8x150 cl"
"Carlsb 3,5% 6-pack Hlvp","Carlsberg Sverige AB","105738","Folköl","22344","","","","126x6x50 cl"
"Freeno Mango Apelsin PET","Njie Foods AB","115278","Drickfärdiga drycker, övr smak","6020","","","","12x50 cl"
"Staropramen 3,5% 4p BRK","Carlsberg Sverige AB","114519","Folköl","13743","","","","6x4x50 cl"
"Ramlösa Smultron PET","Carlsberg Sverige AB","116085","PET","14278","","","","8x150 cl"
"Falcon 2,8% 6-p BRK","Carlsberg Sverige AB","105743","Folköl","22346","","","","4x6x50 cl"
"Loka Crush Jordgubb PET","Spendrups Bryggeri AB","113245","PET, läsk odyl","1233143","","","","8x140 cl"
"Lättdryck Vattenmelon Hallon","Orkla Foods Sverige","111861","Måltidsdricka konc, övrig smak","20653","","","","27x20 cl"
"Lättdryck citron lime","Orkla Foods Sverige","102328","Måltidsdricka konc, övrig smak","16553","","","","27x20 cl"
"Apelsin färdigpressad NFC 10 l","Unique Beverage System AB","116661","Juice drickfärdig","1010","","","","1x10 l"
"Mariestad 2,8% 6-pack BRK","Spendrups Bryggeri AB","111960","Folköl","1164527","","","","4x6x50 cl"
"Monster Energy Ultra burk","Coca-cola European Partners Pl","119432","Sportdrycker","0552","","","","6x4x50 cl"
"Loka Melon/Lime PET","Spendrups Bryggeri AB","120660","PET, läsk odyl","1238743","","","","8x150 cl"
"Carlsberg 3,5% PET","Carlsberg Sverige AB","106784","Folköl","22461","","","","24x50cl"
"Festbrus PET","Vasa Bryggeri Dryckesbolaget","109513","PET, läsk odyl","1323","","","","8x150 cl"
"Marie Brizard Syrup Strawberry","Berntson Brands AB","117544","Drinkbaser","9228201","","","","6x70 cl"
"Njie Lolli Pop Energidryck","Njie Foods AB","120600","Drickfärdiga drycker, övr smak","7070","","","","12x33 cl"
"Ramlösa Mindre kolsyra REGL","Carlsberg Sverige AB","114126","Returglas","21727","","","","20x33 cl"
"Indi & Co Botanical Ginger Beer Alkfr","Renbjer & Magnusson AB","120936","Öl alkoholfri","IGB001","","","","24x20 cl"
"Coca-Cola Light 6-pack Burk","Coca-cola European Partners Pl","111045","Burkar, läsk odyl","2122","","","","1x6x33 cl"
"Pepsi Max Lime PET","Carlsberg Sverige AB","120691","PET, läsk odyl","18445","","","","8x150 cl"
"7-up light PET","Carlsberg Sverige AB","115492","PET, läsk odyl","21602","","","","8x150 cl"
"Coca Cola 6-p Engl","Coca-cola European Partners Pl","114369","Engångsförp, läsk odyl","2029","","","","4x6x25 cl"
"Fun Light Smultron Melon PET","Orkla Foods Sverige","115648","Saft: övriga smaker","37816","","","","12x1 l"
"Florida Pride Lemon påse","Barkonsult AB","734351","Drinkbaser","8-45","","","","12x170 g"
"ICE Protein Boost","Löfbergs Lila AB","120756","Drickfärdiga drycker, övr smak","10549","","","","12x22,5 cl"
"Jordgubbssaft KRAV","Grangärde Musteri AB","119046","Saft: övriga smaker","086","","","","5x2,5 l"
"Störtebeker Bernstein Weizen Alkoholfri KRAV","Heba Food & Beverage AB","115209","Öl alkoholfri","1937","","","","18x33 cl"
"Kolsyrad Cola Dryck","Grays American Stores","119896","PET, läsk odyl","11801","","","","24x47,3 cl"
"Staropramen 3,5% 4-p BRK Kvp","Carlsberg Sverige AB","114520","Folköl","13781","","","","108x4x50 cl"
"Champis PET","Spendrups Bryggeri AB","109222","PET, läsk odyl","1300339","","","","18x33 cl"
"Carlsberg ofiltrerad öl 3,5% BRK","Carlsberg Sverige AB","120705","Folköl","18429","","","","6x4x50 cl"
"Sprite zero Cranberry  PET","Coca-cola European Partners Pl","120678","PET, läsk odyl","4785","","","","8x150 cl"
"Apelsinjuice fruktkött","Eckes Granini Sverige AB","786069","Juice koncentrerad","1004714","","","","1x10 l"
"Fentimans Seville & Mandarine Jigger","Dryck Sthlm AB","114223","Engångsförp, drinkvatten","2755","","","","12x27,5 cl"
"Coca-Cola minican 12-pack","Coca-cola European Partners Pl","108873","Burkar, läsk odyl","2019","","","","2x12x15 cl"
