"Product_Name","Supplier_Name","Article_Number","Category","Volumn","Alcohol_Percent","Country","Producer","Package"
"Hernö Old Tom Gin ECO","Altia Sweden AB","722428","Gin","1024959","43","Sverige","","6x50 cl"
"Bacardi Carta Oro","Bacardi AB","718434","Rom","9038268","40","Kuba","Bacardi","6x70 cl"
"The Guardian Shiraz","Arvid Nordquist Hab","721906","Medel fylligt","49516","14.5","Sydafrika","KWV","6x75 cl"
"Pabst Blue Ribbon flask","Galatea AB","722807","Vin, Sprit och Starköl","2082-03.","4.5","USA","","24x355 ml"
"Giffard Creme aux Frais de Bois","Renbjer & Magnusson AB","706588","Frukt-och bärlikörer","GCR008","18","Frankrike","Giffard","6x50 cl"
"Tequila Rose Strawberry Cream","Arcus Sweden AB","722512","Gräddlikör","69702","15","","","6x50 cl"
"Cointreau Blood Orange","Nigab AB","723534","Frukt-och bärlikörer","8590101","30","Frankrike","","12x70 cl"
"Pucker Sour Apple","Pernod Ricard Sweden AB","727911","Frukt-och bärlikörer","1050567","15","Nederländerna","De Kuyper Royal Distillers","6x70 cl"
"De Kuyper Creme de Bananes","Pernod Ricard Sweden AB","700811","Frukt-och bärlikörer","1050560","24","Nederländerna","De Kuyper Royal Distillers","6x50 cl"
"Wild Turkey 81 Proof","Nigab AB","714394","Bourbon","8584201","40.5","USA","Austin Nichols","12x70 cl"
"Talisker 10 years","Diageo Sweden AB","768924","Maltwhisky","9024516","45.8","Storbritannien","Talisker","6x70 cl"
"Dalwhinnie 15 years","Diageo Sweden AB","770120","Maltwhisky","9000193","43","Storbritannien","Dalwhinnie","6x70 cl"
"Masi Grappa di Amarone Mezzanella","Vinunic AB","798448","Pressrestsdestillat","34702/6","50","Italien","Masi","6x50 cl"
"Martini Rosso","Bacardi AB","722053","Rött sött","9048218","15","Italien","Martini Rossi","6x75 cl"
"Pernod Absinthe","Pernod Ricard Sweden AB","706747","Aperitif - bitter","1016920","68","Frankrike","Pernod","6x70 cl"
"Wyndham Estate Bin 555 Shiraz","Pernod Ricard Sweden AB","704601","Fylligt","1050041","14","Australien","Wyndham Estate","6x75 cl"
"Bols Elderflower","Edrington Sweden AB","712240","Frukt-och bärlikörer","10710284","17","Nederländerna","Lucas Bols","6x50 cl"
"Patrón Silver","Bacardi AB","703530","Tequila","3440040","40","Mexico","","6x70 cl"
"De Kuyper Elderflower","Pernod Ricard Sweden AB","725356","Övrig likör","1050613","15","Nederländerna","De Kuyper Royal Distillers","6x70 cl"
"Absolut Kurant","Pernod Ricard Sweden AB","768874","Smaksatt vodka","1002038","40","Sverige","V & S","12x70 cl"
"Southern Comfort","Arcus Sweden AB","723216","Frukt-och bärlikörer","61801/12","35","USA","Southern Comfort","12x70 cl"
"Olmeca Altos Reposado 70 cl","Pernod Ricard Sweden AB","714901","Tequila","1050272","38","Mexico","Olmeca Tequila","12x70 cl"
"OHH Merlot","Horecapartners AB","724786","Frankrike","7099804","12.5","Frankrike","","24x18,7 cl"
"Kronenbourg 1664 5,0% 33cl","Carlsberg Sverige AB","722882","Ljus lager","21903","5","Frankrike","Brasseries Kronenbourg","24x33 cl"
"Ricard Pastis de Marseille","Pernod Ricard Sweden AB","700172","Pastis, ouzo, raki m fl","1007334","45","Frankrike","Ricard","6x70 cl"
"Giffard Vanille de Madagascar","Renbjer & Magnusson AB","798647","Frukt-och bärlikörer","GPR003","20","Frankrike","Giffard","6x70 cl"
"Sapporo Lager","Tomp Beer & Spirits AB","735493","Ljus lager","89784-03","4.7","Japan","Sapporo","24x33 cl"
"Les Dauphins Côtes du Rhône Rouge EKO","Mondo Wine Sweden AB","719043","Medel fylligt","7245801K","13.5","Frankrike","Cellier des Dauphins","12x75 cl"
"Les Dauphins Cotes du Rhone Blanc EKO","Mondo Wine Sweden AB","719029","Torrt","7495901K","12.5","Frankrike","Cellier des Dauphins","12x75 cl"
"Barsol Pisco Acholado","Renbjer & Magnusson AB","716198","Vindestillat","PBS002","40.5","Peru","","6x70 cl"
"Naked Grouse","Edrington Sweden AB","712231","Blended whisky","10100042","43","Storbritannien","","6x70 cl"
"Prosecco Pizzolato EKO","Viva Wine & Spirits Group AB","709047","Torrt","787001","11","Italien","La Cantina Pizzolato","12x75 cl"
"Gosling's Black Seal Rum","Arcus Sweden AB","709074","Rom","8698501","40","Bermuda","","6x70 cl"
"Chambord","Philipson & Söderberg AB","721415","Frukt-och bärlikörer","1006158","16.5","Frankrike","Brown-Forman","6x50 cl"
"Ecologica Torrontés Chardonnay KRAV","Viva Wine & Spirits Group AB","751824","Torrt","623101","12.5","Argentina","La Riojana","12x75 cl"
"Chivas Regal 12 years","Pernod Ricard Sweden AB","768872","Blended whisky","1007346","40","Storbritannien","Chivas","12x70 cl"
"Giffard Creme Peche","Renbjer & Magnusson AB","709559","Frukt-och bärlikörer","GCR010","16","Frankrike","Giffard","6x50 cl"
"Viña Maipo Cabernet Sauvignon","Vct Sweden","702709","Chile","1651008","12.5","Chile","Viña Maipo","4x3 l"
"Vaccari Sambuca","Edrington Sweden AB","772754","Likörer av örter, frön eller b","11230103","38","Italien","Cointreau","6x50 cl"
"Cachaça 51","Tomp Beer & Spirits AB","798304","Rom","70177-01","40","Brasilien","Müller de Bebidas","6x70 cl"
"Ecologica Shiraz Malbec KRAV","Viva Wine & Spirits Group AB","751822","Medel fylligt","651201","13","Argentina","La Riojana","12x75 cl"
"Glenfiddich Special Reserve 12 years","Nigab AB","798678","Maltwhisky","44001","40","Storbritannien","William Grant & Sons","6x70 cl"
"Jacob's Creek Chardonnay Pinot Noir","Pernod Ricard Sweden AB","711503","Torrt","1050152","12.5","Australien","Orlando","12x20 cl"
"Jacobs Creek Crisp Rosé","Pernod Ricard Sweden AB","720447","Australien","1050400","11.8","Australien","","6x75 cl"
"Peroni Nastro Azzuro","Multibev AB","786533","Ljus lager","141803K","5.2","Italien","Birra Peroni","24x33 cl"
"Magners Original Cider","Tomp Beer & Spirits AB","701830","Torr/halvtorr","184302","4.5","Irland","","12x56,8 cl"
"Lacks! Salty","Götene Vin & Spritfabrik AB","778842","Övrig likör","85017","25","Sverige","J&J Nordic","6x70 cl"
"Aalborg Jubilæums Akvavit 24*5","Arcus Sweden AB","722339","Kryddat brännvin","X5172AR4504/1","40","Norge","","24x5 cl"
"Jägermeister 24 x 4 cl","Nigab AB","770118","Aperitif - bitter","7010406","35","Tyskland","W Mast","4x24x4 cl"
"Absolut Mixt Cloudberry Apple 27,5 cl","Pernod Ricard Sweden AB","723083","Alkohollemonad","1050487","4.5","Sverige","","24x27,5 cl"
"Giffard Elderflower fleur de sureau savage","Renbjer & Magnusson AB","713227","Frukt-och bärlikörer","8771401/6","20","Frankrike","Giffard","6x70 cl"
"Viña Maipo Cabernet Sauvignon Merlot","Vct Sweden","715531","Chile","8709701","12.5","Chile","Viña Maipo","12x75 cl"
"Cherry Heering","Renbjer & Magnusson AB","709854","Frukt-och bärlikörer","7768801/6","24","Storbritannien","","6x70 cl"
"Blossa Vinglögg","Altia Sweden AB","768364","Vin","1015476","10","Sverige","V & S","12x75 cl"
"Velho Barreiro Traditional","Renbjer & Magnusson AB","754065","Rom","8212101/6A","39","Brasilien","Bebidas Tatuzinha 3 Fazendas L","6x70 cl"
"Stoneleigh Sauvignon Blanc","Pernod Ricard Sweden AB","732300","Torrt","1007223","13.5","Nya Zeeland","Stoneleigh Vineyards","6x75 cl"
"Kenwood Chardonnay","Pernod Ricard Sweden AB","722258","Torrt","1050431","13.5","USA","","6x75 cl"
"Magners Original Cider","Tomp Beer & Spirits AB","701882","Torr/halvtorr","184303","4.5","Irland","","24x33 cl"
"Parés Balta Cava Brut organic","Mondo Wine Sweden AB","720089","Spanien","7219401","12.5","Spanien","Pares Balta","12x75 cl"
"Calles Riesling","Herida Aurum AB","720215","Torrt","7215301626","11.5","Tyskland","","12x75 cl"
"Tanqueray No Ten","Diageo Sweden AB","740271","Gin","9032628","47.3","Storbritannien","Tanqueray Gordon","6x70 cl"
"Cartron Crème de Peche","We & Wine AB","798152","Frukt-och bärlikörer","8044502","18","Frankrike","Cartron","6x50 cl"
"Nauta Monastrell Crianza","Henkell & Co Sverige AB","717029","Fylligt","","13.5","Spanien","Freixenet","6x75 cl"
"Giffard Abricot du Roussillon","Renbjer & Magnusson AB","798651","Frukt-och bärlikörer","GPR004","25","Frankrike","Giffard","6x70 cl"
"Seaman's Shot","We & Wine AB","711973","Aperitif - bitter","71301","30","Tyskland","Waldemar Behn","6x70 cl"
"GIOL Organic Prosecco Brut EKO","Hermansson & Co AB","717451","Torrt","7904301","11","Italien","Vinicola Serena","12x75 cl"
"Bernard Celebration","Galatea AB","721626","Ljus lager","1691-01","5","Tjeckien","Bernard","20x50 cl"
"Bénédictine D.O.M","Bacardi AB","768654","Likörer av örter, frön eller b","9033864","40","Frankrike","Bénédictine","6x50 cl"
"Champagne Jacquart Mosaïque Brut","Wine & Spirits Collective","706834","Frankrike","7735701","12.5","Frankrike","Jacquart","6x75 cl"
"Real Tesoro medium dry","Stellan Kramer AB","772846","Halvtorrt","823001","19","Spanien","Marqués del Real Tesoro","12x75 cl"
"Calle 23 Tequila Blanco","Renbjer & Magnusson AB","719523","Tequila","TCA001","40","Mexico","Calle 23","6x70 cl"
"Mikkeller American Dream Gluten Fri","Brill & Co AB","722793","Ljus lager","128203","4.6","Danmark","_","24x33 cl"
"42 Below","Bacardi AB","716282","Okryddat brännvin","9034291","40","Nya Zeeland","_","6x70 cl"
"Santa Ana Classic Chardonnay Chenin","Viva Wine & Spirits Group AB","700153","Torrt","7571701","13","Argentina","Bodegas Santa Ana","12x75 cl"
"Johnnie Walker Black Label","Diageo Sweden AB","768714","Blended whisky","9017625","40","Storbritannien","John Walker","6x70 cl"
"Da Luca Primitivo","Mondo Wine Sweden AB","721166","Medel fylligt","X5303AC1801","14","Italien","","6x75 cl"
"Bacardi Oakheart","Bacardi AB","707500","Rom","9049846","35","Tyskland","Bacardi","6x70 cl"
"Stolichnaya Vanilj","Multibev AB","704676","Smaksatt vodka","8727701","37.5","Ryssland","SPI Limited","6x70 cl"
"Highland Park 12 years","Edrington Sweden AB","744968","Maltwhisky","10200478","40","Storbritannien","James Grant","6x70 cl"
"Alpha Zeta R Valpolicella Ripasso Superiore","Mondo Wine Sweden AB","704204","Italien","235601H","13.5","Italien","","12x75 cl"
"Eriksberg Julöl 5,6% REGL","Carlsberg Sverige AB","711179","Övrigt öl","21860","5.6","Sverige","","15x50 cl"
"Absolut Citron","Pernod Ricard Sweden AB","768876","Smaksatt vodka","1002045","40","Sverige","V & S","12x70 cl"
"Antica Formula","Renbjer & Magnusson AB","700914","Aperitif - bitter","ATF001","16.5","Italien","Fratelli Branca","6x1 l"
"Cartron Pomme Verte","We & Wine AB","798944","Frukt-och bärlikörer","8046502","20","Frankrike","Cartron","6x50 cl"
"Smirnoff Green Apple Twist","Diageo Sweden AB","739007","Smaksatt vodka","9041926","37.5","Italien","Diageo","6x70 cl"
"Sour Fisk Sour ICE PEAR","Viva Wine & Spirits Group AB","724663","Likörer av örter, frön eller b","8185001","15","","United Drinks","6x70 cl"
"Bacardi Carta Negra","Bacardi AB","718444","Rom","9037670","40","","Bacardi","6x70 cl"
"Crabbies ginger beer","Brewery Internat Sweden AB","718132","Övrigt öl","8859403","4","Storbritannien","_","12x33 cl"
"Star Dry Gin","Arcus Sweden AB","700892","Gin","3001/12","38","Danmark","Pernod Ricard","12x70 cl"
"Carlshamns Flaggpunsch Original","Pernod Ricard Sweden AB","768896","Punsch","1001850","26","Finland","V & S","12x50 cl"
"Nürnberger Christkindles Markt Glühwein 10l","We & Wine AB","722369","Glögg","990090510","10","Tyskland","","1x10 l"
"Olmeca Altos Plata 70 cl","Pernod Ricard Sweden AB","714886","Tequila","1050271","38","Mexico","","12x70 cl"
"Grön Chartreuse","Fine Brands","712837","Likörer av örter, frön eller b","8680801","55","Frankrike","","6x70 cl"
"Sambuca Extra Molinari","Berntson Brands AB","723004","Likörer av örter, frön eller b","2309228301","40","Italien","","6x70 cl"
"Oban Single Malt","Diageo Sweden AB","768920","Maltwhisky","9000178","43","Storbritannien","Diageo","6x70 cl"
"La Cidraie Cidre Blond","Pernod Ricard Sweden AB","769648","Torr/halvtorr","1007316","4","Frankrike","CSR","24x33 cl"
"Tanqueray London Dry","Diageo Sweden AB","721444","Gin","9037963","43.1","Storbritannien","Tanqueray Gordon","6x70 cl"
"Lagunitas IPA","Galatea AB","714633","Mellanmörk ale","11763-03","6.2","USA","_","24x35,5 cl"
"Gajol Granatäpple","Viva Wine & Spirits Group AB","711077","Övrig likör","86348010","30","Nederländerna","","6x70 cl"
"Minttu Choco 50 cl","Pernod Ricard Sweden AB","713628","Övrig likör","1050209","35","Finland","","12x50 cl"
"GaJol Original Saltlakrits","Viva Wine & Spirits Group AB","738349","Likörer av örter, frön eller b","8163801","30","Nederländerna","United Drinks","6x70 cl"
"O.P. Andersson EKO","Altia Sweden AB","710958","Kryddat brännvin","1016237","40","Sverige","","10x12x5 cl"
"Somersby Päron Cider","Carlsberg Sverige AB","700403","Halvsöt/söt","21950","4.5","Sverige","","24x33 cl"
"Hallands Fläder","Altia Sweden AB","711089","Kryddat brännvin","1013385","38","Sverige","V & S","12x70 cl"
"Havana Club Añejo New Especial","Pernod Ricard Sweden AB","706167","Rom","1050338","40","Kuba","Havana Club","6x70 cl"
"Rosario Cabernet Sauvignon","Pernod Ricard Sweden AB","713528","Medel fylligt","1050184","13","Chile","_","6x75 cl"
"Sourz Raspberry","Edrington Sweden AB","716206","Frukt-och bärlikörer","11360021","15","USA","Munson Shaw","6x70 cl"
"Skåne Akvavit","Altia Sweden AB","768892","Kryddat brännvin","1014962","38","Sverige","V & S","12x70 cl"
"Real Compañia de Vinos Verdejo","Viva Wine & Spirits Group AB","717792","Torrt","","12.5","Spanien","_","12x75 cl"
"Monkey 47 Gin","Pernod Ricard Sweden AB","722828","Gin","1050457","47","Tyskland","","6x50 cl"
"Vintry's Madeira Fine","Altia Sweden AB","721436","Halvsött","1013757","18.5","Portugal","H M Borges, Sucrs. Lda","12x75 cl"
"Bacardi Limon","Bacardi AB","719535","Rom","9040919","32","Kuba","Bacardi","6x70 cl"
"Macallan 12Yo double cask 40% 6X0.7L","Edrington Sweden AB","722188","Maltwhisky","10010588","40","Storbritannien","","6x70 cl"
"Smirnoff Citrus Twist","Diageo Sweden AB","721435","Smaksatt vodka","9041925","37.5","Italien","Diageo","6x70 cl"
"Captain Morgan White","Diageo Sweden AB","718717","Rom","9046007","37.5","Spanien","Diageo","6x70 cl"
"Boulard Grand Solage","Philipson & Söderberg AB","787913","Äppelbrännvin","1002189","40","Frankrike","Boulard","6x70 cl"
"Bols Vodka","Edrington Sweden AB","701225","Okryddat brännvin","10710118","37.5","Nederländerna","Unicom Bols Group","12x70 cl"
"Jacob's Creek Semillon Chardonnay","Pernod Ricard Sweden AB","703862","Torrt","1050036","12","Australien","Orlando","6x75 cl"
"Romana Sambuca","Diageo Sweden AB","710478","Likörer av örter, frön eller b","9024378","40","Italien","Diageo","6x70 cl"
"Johnnie Walker Red Label","Diageo Sweden AB","768712","Blended whisky","9030039","40","Storbritannien","John Walker","12x70 cl"
"Rodestiu Brut EKO","Henkell & Co Sverige AB","720193","Torrt","","12.5","Spanien","Freixenet","6x75 cl"
"Stones Ginger Joe 4%","Multibev AB","717708","Torr/halvtorr","8801802","4","Storbritannien","Accolade Wines","24x33 cl"
"Jim Beam","Edrington Sweden AB","771704","Bourbon","10940100","40","USA","James B Beam","6x70 cl"
"Blossa Vinglögg BiB","Altia Sweden AB","723682","Röd vinglögg","1015478","10","Sverige","V & S","6x2 l"
"Midori","Edrington Sweden AB","798570","Frukt-och bärlikörer","12090002","20","Storbritannien","Morrison's Bowmore Distillery","6x70 cl"
"Smirnoff Vanilla Twist","Diageo Sweden AB","721423","Smaksatt vodka","9041927","37.5","Italien","Diageo","6x70 cl"
"Sourz Mango","Edrington Sweden AB","715347","Frukt-och bärlikörer","11360002","15","USA","Jim Beam Brands","6x70 cl"
"Lacks! Raspberry","Götene Vin & Spritfabrik AB","723424","Övrig likör","85067","25","Sverige","","6x70 cl"
"De Kuyper Peachtree","Pernod Ricard Sweden AB","700876","Frukt-och bärlikörer","1050571","20","Nederländerna","De Kuyper Royal Distillers","6x70 cl"
"Smirnoff Ice 27,5 cl","Galatea AB","715101","Alkohollemonad","8691-02","4","Storbritannien","Diageo","24x27,5 cl"
"Olmeca Blanco","Pernod Ricard Sweden AB","736119","Tequila","1016907","38","Mexico","Olmeca Tequila","6x70 cl"
"Real Compañía de Vinos Tempranillo","Viva Wine & Spirits Group AB","717791","Medel fylligt","","13","Spanien","_","12x75 cl"
"Passõa Passion Drink","Nigab AB","729506","Frukt-och bärlikörer","1077801","17","Frankrike","Cointreau","6x70 cl"
"Estrella de Oro","Torre Oria Slu","724208","Spanien","","12","Spanien","Bodegas Torre Oria","6x75 cl"
"Angostura Bitter","Hermansson & Co AB","721457","Aperitif - bitter","74104","44.7","Trinidad","Angostura","12x20 cl"
"Four Roses Bourbon","Pernod Ricard Sweden AB","772484","Bourbon","1007358","40","USA","Four Roses","6x70 cl"
"Frangelico","Nigab AB","709989","Choklad-,kaffe- och nötlikörer","8776602","20","Italien","Barbero","12x35 cl"
"Zonin Prosecco DOC 1821 75 cl","Pernod Ricard Sweden AB","714709","Italien","1050241","11","Italien","Zonin","6x75 cl"
"Red Port","Arcus Sweden AB","700890","Sött","808701/12","20","Portugal","Andresen","12x75 cl"
"Zacapa Centenario 23 years","Diageo Sweden AB","700647","Rom","9038866","40","Guatemala","Diageo","6x70 cl"
"Stolichnaya Vodka","Multibev AB","702767","Okryddat brännvin","9501","38","Ryssland","SPI Limited","12x70 cl"
"O. P. Anderson EKO","Altia Sweden AB","768894","Kryddat brännvin","1013172","40","Sverige","V & S","12x70 cl"
"Grand Marnier Rouge","Nigab AB","721332","Frukt-och bärlikörer","62402","40","Frankrike","Marnier-Lapostolle","6x50 cl"
"Lagavulin 16 years","Diageo Sweden AB","768922","Maltwhisky","9000163","43","Storbritannien","Lagavulin","6x70 cl"
"Chang Beer","Tomp Beer & Spirits AB","720684","Ljus lager","8902601","5","Thailand","Cosmo","12x62 cl"
"José Cuervo Especial Silver","Arcus Sweden AB","701475","Tequila","8770801","38","Mexico","Jose Cuervo International","6x70 cl"
"Larios","Edrington Sweden AB","786183","Gin","11530001","37.5","Spanien","Larios","6x70 cl"
"Diplomatico Res Exclusiva","Handpicked Wines Sweden AB","709899","Rom","35601","40","Venezuela","","6x70 cl"
"Grey Goose","Bacardi AB","722822","Okryddat brännvin","3440000","40","Frankrike","H Mounier","6x70 cl"
"Noilly Prat","Bacardi AB","768940","Torrt","9031260","18","Frankrike","Noilly Prat","12x75 cl"
"Sambuca Ramazzotti","Pernod Ricard Sweden AB","771828","Likörer av örter, frön eller b","1016966","38","Italien","Ramazzotti","6x70 cl"
"Jacob's Creek Grenache Shiraz","Pernod Ricard Sweden AB","703854","Fylligt","1050033","12","Australien","Orlando","6x75 cl"
"Ropiteau Cabernet Sauvignon","Viva Wine & Spirits Group AB","720320","Medel fylligt","","13","Frankrike","","6x750 ml"
"Ropiteau Chardonnay","Viva Wine & Spirits Group AB","719126","Torrt","","13","Frankrike","Ropiteau Fréres","6x75 cl"
"Havana Club 7 years","Pernod Ricard Sweden AB","770558","Rom","1016630","40","Kuba","Havana Club","6x70 cl"
"Pernod","Pernod Ricard Sweden AB","731991","Pastis, ouzo, raki m fl","1007262","40","Frankrike","Pernod","12x70 cl"
"Luxardo Limoncello","Nigab AB","746659","Frukt-och bärlikörer","8015102","27","Italien","Luxardo","6x50 cl"
